,node,PD1_14,PD1_15,PD1_6,PD1_62,PD1_10,PD1_47,PD1_75,PD1_21,PD1_49,PD1_56,PD1_16,PD1_29,PD1_72,PD1_65,PD1_33,PD1_41,PD1_44,PD1_61,PD1_63,PD1_70,PD1_64,PD1_32,PD1_39,PD1_45,PD1_50,PD1_57,PD1_76,PD1_74,PD1_77,PD1_30,PD1_36,PD1_60,PD1_38,PD1_43,PD1_78,PD1_81,PD1_11,PD1_13,PD1_18,PD1_23,PD1_25,PD1_26,PD1_9,PD1_24,PD1_7,PD1_59,PD1_73,PD1_84,PD1_20,PD1_8,PD1_19,PD1_4,PD1_46,PD1_79,PD1_83,PD1_67,PD1_1,PD1_68,PD1_82,PD1_27,PD1_12,PD1_53,PD1_51,PD1_2,PD1_80,PD1_69,PD1_71,PD1_5,PD1_54,PD1_85,PD1_66,PD1_17,PD1_55,PD1_28
3569,SHMT2,0.582592,-0.288596,-0.629299,1.68378,-1.0631,-0.768625,-0.271937,-0.198556,-0.273418,1.00762,0.509542,0.329385,-0.735565,0.836081,-0.358181,0.730044,-1.01178,-0.085344,-1.16763,-1.19869,-1.12868,-1.25865,0.232734,-0.745843,-0.137749,1.74066,-0.821003,0.56817,-1.08536,-0.603795,-0.55789,0.702214,-1.80273,-0.140027,-0.435897,-1.10992,-0.0505198,-0.185906,-0.737879,-0.239338,-0.164644,-0.685394,0.0427954,-0.382973,-0.372749,-0.0627191,1.52491,0.0129266,0.229768,-0.496598,-0.359982,0.815643,0.264408,-0.146251,-1.39813,-0.4996,-0.569839,-0.204126,-0.893642,-1.24134,-1.12445,0.156499,-0.310141,-0.216481,-0.248228,0.364831,-0.415487,1.11774,0.803055,-0.67165,0.433232,-0.568971,0.230193,-1.03907
3570,SHOC2,0.131416,0.268037,-0.338104,1.30545,-0.125819,0.499657,-0.283091,0.0,1.26238,0.0786883,0.953654,0.0,0.0,0.0,-0.162819,-0.744577,-0.84822,0.0,-0.0187198,-0.641407,0.0,1.12758,-0.0849017,0.297102,0.877548,-0.408937,1.22101,0.0,-0.146724,0.030189,0.274145,0.0,0.0,0.426459,0.0,0.0,0.0,0.188659,0.413136,0.593342,0.477967,0.377012,-0.469747,2.10162,0.621414,0.323379,0.645541,0.0,0.784972,0.0,0.660406,-0.294147,0.0276896,0.0,0.0,-0.487301,-0.572492,0.295528,0.508036,-0.618563,0.310266,0.325105,-0.420435,-0.32218,-0.857836,-0.275078,-0.443982,-0.962645,-0.303566,0.451245,0.0,0.933417,0.0,0.782121
3571,SIAE,0.0,2.89088,0.0,2.97883,1.59309,0.649564,0.0,3.15324,2.22574,0.0,1.87528,3.49972,4.76885,2.34327,0.0,3.76845,2.0846,1.76578,0.0,0.0,0.0,2.20128,3.03118,1.80306,5.36698,3.36798,0.0,0.0,3.37188,1.98424,2.06491,3.30782,2.43314,0.0,0.0,0.0,0.669364,3.14247,2.76357,0.850742,2.4971,0.0,3.30301,3.83977,0.0,3.78454,3.24146,-0.149385,4.44086,2.56802,1.70405,4.10338,4.37645,2.53014,2.49307,2.58519,1.62196,4.58087,3.69266,2.95432,3.04127,2.35724,2.02162,2.26406,1.94542,0.0,2.63512,2.73045,0.0,1.80081,2.97344,4.49715,0.0,0.0
3572,SIGMAR1,1.28813,-0.310115,0.364639,0.0,-0.229525,-0.0328753,-0.133978,0.329037,0.164743,0.919308,0.93676,0.817641,0.893631,2.26161,1.14572,1.14849,1.30032,-0.63113,-0.66626,0.636483,0.0837659,1.22367,0.737079,-0.742693,1.90377,-0.848932,0.759804,0.0,-0.00759886,-0.225268,0.631499,1.54483,2.12905,-0.499593,0.0,0.0,-0.510175,-0.291043,0.0239978,0.192337,0.438,-0.491658,0.681658,0.6349,0.689254,-0.472723,1.64405,1.66875,0.350173,-0.32425,-0.295301,1.29518,-0.338674,0.540189,2.11561,1.05298,1.57611,2.59246,-0.187163,-0.368743,0.540895,0.146603,0.779157,0.694936,0.396219,0.815771,0.619245,-0.16587,0.30207,-0.183797,1.81402,0.814539,0.542078,0.384186
3573,SIN3A,-0.346019,0.0438062,-0.209665,0.0992818,-0.664433,0.671883,-0.717799,-0.628485,-0.177948,-0.589,-0.359113,0.169912,-0.54958,-0.20632,-0.32839,0.354694,0.250064,-0.0879769,-0.245252,-0.745027,-0.0440837,-2.14024,-0.119793,-0.0300026,0.669649,0.891779,-1.5753,0.0,0.674905,-0.514844,-0.0510272,0.0179846,0.253456,0.0391914,-0.433244,0.0,0.781512,-0.483605,0.398985,-0.496464,-0.00414094,-0.191855,0.365093,-0.107171,-0.717303,0.202088,0.0590234,0.390698,-0.209838,0.0030357,0.162669,-0.283083,-0.159472,0.010788,-1.00253,0.107332,0.291829,-0.719033,-0.651183,0.0462947,-0.638428,0.362702,0.276948,0.208324,-0.326188,-0.334863,0.400654,0.903398,-0.413242,-1.57451,0.157216,0.24521,0.622561,-0.334709
3574,SIPA1,0.58936,1.76607,0.903691,0.0,0.481356,1.13626,1.28199,1.03725,1.78207,0.858975,0.775419,0.775885,0.696399,0.337306,-0.629131,-0.513583,-0.0948513,-0.139427,1.09307,2.18563,0.0,-0.405799,0.559535,1.05212,0.502732,0.829259,-0.739801,0.0,0.0,1.37124,1.01889,0.0,0.0,-0.508939,0.604801,0.0,0.878085,1.48319,0.0,1.22045,1.53464,0.715576,0.316052,-0.068489,0.8973,0.201289,1.71151,1.42195,1.27024,1.27496,1.47213,0.964635,0.985512,1.74713,1.24728,1.5723,0.889332,2.39868,1.62045,1.46633,0.14997,0.644594,0.558412,0.875343,0.480368,1.52454,1.80327,0.47914,0.416736,0.662843,-0.680555,1.50235,-0.0871782,1.29186
3575,SIRPA,0.485362,0.811171,1.22171,0.861689,1.48523,1.02516,1.6724,0.118053,2.38812,0.973986,0.358522,0.983011,0.829822,0.398766,0.310927,-0.247356,-0.239606,0.525799,2.00417,1.57781,2.11848,0.306625,0.685368,1.01186,1.68866,0.229221,0.841617,0.426368,0.237776,1.36416,2.22389,0.494048,0.0747682,-0.517351,0.0,0.0,-0.955344,0.493829,0.994292,0.597761,0.0475105,1.14948,2.22785,-0.294428,0.492306,1.04054,1.22592,1.02717,1.10247,1.07663,0.400976,1.86846,1.94896,1.56456,2.40467,1.75934,0.751389,2.34834,1.21104,0.645662,0.379712,1.41024,1.93111,0.948312,1.25783,1.72653,-0.0477786,0.320157,0.337469,1.1085,1.10702,1.15106,0.758407,2.1268
3576,SIRT2,0.474131,0.846942,2.07809,2.24239,0.823285,0.944286,0.924223,0.0226947,1.87245,0.832488,0.468204,1.07677,1.15302,1.69711,1.80513,1.65111,0.775209,0.586782,1.60837,0.826102,2.035,1.81019,0.576505,0.733612,1.64929,0.940149,0.871324,0.0,-0.823751,1.57385,1.70975,2.42854,0.0,0.550574,0.0,0.0,0.551607,0.0580379,1.62329,0.823141,0.475854,1.5677,1.94793,1.42296,1.07353,0.155102,1.41796,0.112454,0.427316,1.4766,2.03961,1.39649,0.734935,1.57229,2.25363,-0.208763,2.00538,1.83536,1.21065,0.890643,1.0091,1.12548,1.01536,-0.443298,0.75115,1.27143,0.221883,-0.0532228,0.633991,0.947014,-1.61917,1.75043,1.47855,0.67412
3577,SIRT5,2.41997,1.48589,1.20046,3.23535,0.559153,1.72607,1.02611,1.23141,0.943221,2.93837,2.44156,1.78249,1.09123,2.26135,0.018709,2.04031,2.26427,0.0,0.454423,0.0,1.50442,1.78302,2.45374,-0.183606,1.38711,2.77598,1.59748,0.0,1.50635,0.559173,2.02198,3.02835,0.0573959,1.14761,0.409663,0.0,-0.720736,0.52547,1.2878,2.32232,1.35629,1.13988,1.62397,2.19051,1.824,1.29883,2.46646,-0.0296853,1.15678,1.08574,2.12149,3.62546,2.04451,1.13834,0.0,1.20962,1.37059,1.0913,0.0865681,1.47624,1.35622,1.01295,1.54974,2.27977,0.977646,0.0,2.04079,0.176833,1.94956,0.688412,1.0837,2.45139,0.0,0.0552724
3578,SKIV2L,1.08291,0.767046,0.645587,0.836828,0.385894,0.311537,-0.170364,-0.352143,0.647729,0.665213,0.969302,0.902671,-0.904238,1.20515,0.559483,1.32122,0.847134,0.410286,0.209715,-0.193898,0.885063,0.25212,-0.0644639,0.0864938,0.116462,0.582936,-0.0767384,0.0,0.328399,0.0157919,0.391054,0.610586,0.152756,0.39049,0.833438,0.0,0.353923,0.323709,0.201367,0.825277,0.642568,0.689567,0.320822,0.459262,0.644693,-0.227785,1.04713,0.25919,-0.177775,0.214137,0.61671,0.913062,0.398354,0.903874,0.303497,-0.32798,0.758598,0.663747,0.319207,0.547324,0.696631,0.521163,-0.160132,0.0539843,-0.288911,0.728924,0.0174633,0.0545707,0.344328,0.459982,-0.166599,-0.0163872,0.487497,0.293247
3579,SKIV2L2,-0.995994,-0.128246,-1.00943,0.607892,-0.742904,-0.540396,-0.245043,-0.773019,-0.869401,-0.603868,-0.358573,-0.376317,-0.901519,-0.209966,-0.389906,-0.969349,0.0102273,-0.420502,-1.0479,-0.962317,-0.4304,-2.08188,-1.02091,-1.34579,-0.566607,-0.0747831,-0.120727,-0.550917,-0.174012,-0.370508,-0.534507,-0.0494715,-1.36771,-0.426477,0.376345,0.0,-0.356831,-1.28444,0.0488602,-0.99084,-0.647638,-0.657828,-0.698989,-0.624637,-0.790127,-0.505211,-0.53394,-0.19685,-0.966195,-1.01392,-0.841443,-0.688399,-1.42355,-0.368431,-1.08482,-0.795427,-1.56502,0.683997,-0.251476,-0.676266,-1.61637,-0.0619339,-0.333535,-0.74154,-0.371865,0.337756,-0.167887,-0.158102,-0.278358,-0.0309795,-0.46904,-0.0536172,-0.281673,-0.634109
3580,SKP1,0.75851,0.934398,1.06629,0.235054,0.513671,0.0830116,0.115748,0.808962,0.593221,-0.0784852,0.467678,0.709158,0.085647,-0.628734,0.176446,0.514421,-0.281859,-0.24238,0.0512715,0.482605,0.0201032,0.740636,-0.276393,0.125408,1.2972,0.272095,1.52503,-0.5309,-1.1637,0.617255,0.837164,0.220674,1.11409,0.109632,-0.505575,0.667803,0.466091,0.822596,0.804189,0.175061,0.0639194,0.629587,1.56167,0.622204,0.740256,-0.0788872,0.108616,-0.386677,0.143822,-0.234555,0.155531,0.807501,0.636418,-0.205285,1.05355,-0.517121,0.720642,0.879169,-0.693447,-0.300587,0.00243804,0.443978,0.627352,1.11267,-1.05111,-0.890308,-1.56005,0.294615,0.109573,-1.43657,0.683731,0.199459,0.134961,0.400378
3581,SLAIN2,-0.44574,1.11913,0.659701,0.259246,0.485619,-0.448268,0.684518,1.50387,0.155733,-0.0856399,0.314257,0.0717659,0.417012,0.380515,0.539624,0.475603,0.291109,0.170467,0.863004,-0.419046,0.66357,0.135503,0.941134,0.641505,1.16833,0.410236,0.642258,0.0,0.384974,-0.232409,0.168037,0.802687,0.600493,2.1382,0.0,0.0,0.324301,0.640514,2.3217,0.996488,0.669395,0.367398,0.465966,-0.117863,0.750729,-0.0719074,0.462831,-0.752383,-0.124646,0.228903,0.473836,0.347127,0.618331,0.36454,-0.402598,0.0,1.25944,0.983149,0.368385,0.480346,-0.644615,0.477466,-0.484621,0.133513,1.07209,-1.18005,-0.160477,0.647589,0.462359,-0.0250158,0.372332,-0.00585952,0.313295,1.0545
3582,SLC12A2,-0.786405,1.84845,0.0402672,0.468016,-0.495345,-0.972391,-1.98097,0.328543,-1.00297,0.18975,0.113695,-0.473475,0.861945,0.0436502,0.663522,0.0299464,0.000388697,0.391253,0.172172,-0.361114,0.0967284,-0.485526,-1.06306,-1.44455,-0.541681,-0.407318,-0.829042,0.0,0.0338985,1.68683,-1.24045,-0.190546,1.33993,1.42998,0.0,0.0,-0.115045,-0.051222,1.07032,1.04584,0.280434,1.2327,0.306796,-0.407598,0.504607,-0.026551,-1.55254,0.0700742,-0.62142,-0.543891,0.22221,-0.190955,0.120839,-0.365647,2.06632,-1.76646,-1.29548,-0.224746,-0.324152,-0.519354,-0.595982,-0.00247556,-0.739664,-0.335873,-1.68251,-0.36234,0.0,0.993187,-0.597944,-1.71876,-0.876232,-0.620356,0.670987,0.824801
3583,SLC12A4,-0.414083,0.845,0.464242,-0.185324,1.00468,-0.687396,0.359242,0.346153,0.608297,-1.81285,-0.3815,-0.160666,0.0,0.368615,-0.589955,0.117651,0.0596127,0.0625657,-0.614345,0.0,0.534908,0.63516,0.489027,0.831406,-0.406403,1.06466,-0.341695,0.0,0.458859,0.276032,-0.558353,0.565823,0.0586438,-0.904199,0.0,0.0,-0.00266918,-0.784418,0.123332,-0.160605,-0.136306,0.331687,0.0,-0.137922,0.0,-0.0235285,-0.197309,0.0,-0.769412,-0.0695547,0.0884595,0.0748361,0.0898258,0.197583,-0.85176,0.0,-0.731648,-0.86636,0.257333,0.470007,0.0360281,1.27811,-0.0240383,-0.245788,0.131403,0.150372,0.129089,-0.287101,-0.461435,0.952529,0.529055,0.110291,-0.215757,-0.758248
3584,SLC12A9,1.58201,0.609179,0.0889584,1.05979,1.96119,1.09398,2.69419,2.27914,1.71272,0.0,0.607005,1.91121,1.68365,2.11028,1.24886,1.64459,1.47054,1.19022,2.7931,0.682188,2.70739,1.91023,2.04047,0.477118,1.15388,1.47048,0.29798,0.0,1.69023,0.783501,2.78256,1.22557,0.0,1.77813,1.36961,0.0,0.633068,0.901181,-0.426065,1.41921,1.94564,1.56935,4.16621,1.0655,2.33156,1.45983,2.50906,0.475638,1.30156,1.65143,2.46508,3.26166,3.8073,3.39838,1.66723,0.711018,2.37346,0.189523,2.80635,2.50671,2.24893,1.19749,0.640291,1.23012,1.76635,1.45724,1.51347,2.67994,0.795798,2.00202,2.57403,3.27556,2.71362,0.882467
3585,SLC16A1,-0.764623,-0.69863,0.129267,-0.518419,-2.0029,-1.17414,-1.09659,-1.77987,-0.616454,-0.776822,-0.171416,-1.37593,1.39893,-0.736626,-1.21648,-2.00031,-0.684166,-0.423405,-1.71946,-1.37765,-0.734046,1.02636,0.449785,-1.20737,-0.581932,1.7542,-1.49867,-1.351,-0.799378,-0.853109,-0.0241929,-1.05011,-1.65427,-1.22327,-1.09673,0.0,-2.20391,-0.743181,0.0132875,0.066983,-1.56894,0.278735,0.796489,-1.03944,0.0,-1.1842,-3.52915,-1.28097,-0.989628,-0.89593,-1.59278,0.529619,0.00755847,-3.46539,-1.17242,-1.85571,-2.45542,-2.17521,-1.28734,0.0,-0.00873012,-0.290364,0.0207922,1.05447,0.0,-1.67919,-1.47634,-0.908287,-1.22172,-0.318261,-1.05207,-0.441964,-0.269569,-0.919396
3586,SLC16A3,-2.35707,0.949299,0.762582,0.442302,0.911461,1.2334,0.977998,0.257806,2.78731,-1.41496,-0.626709,0.0195378,1.02664,0.0,0.770678,0.106965,-0.956945,-0.513952,-0.147981,0.0,0.570615,-1.67534,1.23838,1.99961,-1.12377,1.6928,0.0,0.0,2.63935,2.41898,0.627924,-0.0937909,0.0,-0.676205,3.50995,0.0,-0.567377,-1.08386,-1.96532,-1.07625,-1.05038,0.702791,0.349656,0.0837107,-0.379933,0.496901,0.191579,-0.345616,0.94478,1.01593,-0.800961,0.241597,0.432122,0.633127,0.0,0.0,-0.479135,0.0,1.48646,1.88663,1.35279,1.27347,2.10841,-0.895522,0.0,2.97183,3.66817,2.90165,0.718797,3.64869,-0.753388,-1.49448,-1.05254,0.284912
3587,SLC1A4,-1.28352,-0.922731,-0.203422,-1.82649,-0.139609,-2.47195,-0.710702,-0.990914,2.39546,-0.213067,-1.15442,-0.116258,-1.25006,-0.27683,-3.2927,-1.55106,-2.48809,-1.35387,1.77763,-1.4699,-0.916064,-2.53689,-0.929938,-3.00856,0.529663,-1.71157,0.947564,-1.24518,-2.82618,-1.72431,-2.72468,-0.369791,-2.7353,-1.65611,-2.29074,0.0,-2.41447,-2.57242,-0.362693,-1.34049,-2.58225,-1.76182,-1.86772,-1.12358,-0.295117,-1.55398,-1.22531,0.389829,0.29159,-2.0371,-2.08467,0.123185,-1.66112,0.0412914,-0.675752,-1.59404,0.552294,0.455737,-1.70628,0.174296,-1.52006,-0.936684,-1.47053,-1.61409,-1.47863,-0.269948,0.51815,-1.57815,-1.70539,-0.953236,0.720561,-1.57486,-0.607531,-2.2482
3588,SLC1A5,-0.890769,-1.10931,-0.980675,-1.03623,-1.35547,-1.11342,-0.773712,-0.929962,-0.248205,-1.25663,-0.644003,0.479482,0.130246,-0.940063,-0.498329,-0.934045,-1.06172,-0.122666,-1.19175,-0.838475,-1.33078,-0.789459,-1.15693,0.226809,-0.430407,-0.777176,0.789877,-2.62773,-1.68064,-0.157163,-1.90377,-1.05097,-1.34538,-0.0473416,0.614302,-1.40723,-1.88335,-0.845314,-1.11921,-1.64239,-1.05891,-0.199259,-0.902031,-1.62085,-1.63841,-0.725394,-1.56224,1.77301,-0.311946,-1.3325,-1.22712,-0.23812,0.0594652,-1.24695,0.00577247,-0.89535,-1.82086,-0.0742419,-0.382389,-1.13593,-1.06386,-1.02902,-0.828533,-1.54006,-2.1233,0.258422,0.121346,-0.120522,-1.16931,-2.09531,-0.070927,-1.08497,-1.46869,-0.568179
3589,SLC22A18,-0.682123,-0.0375671,0.0,0.82178,1.47655,-0.70771,0.775768,0.933978,-0.736722,-0.627327,-2.91156,-0.368656,0.0,-0.69534,0.0,-0.0709031,-1.97922,-0.433971,-1.53912,0.0,-0.0260491,-0.793064,-0.660699,-0.330421,1.23499,-0.14959,-0.00879963,0.0,0.169482,-0.104588,-1.60505,0.160685,0.0,-0.966772,0.0,0.0,0.681845,0.169522,0.504765,-1.61858,-0.586194,-0.701513,-0.553908,0.835798,-2.21617,1.99104,0.99926,-0.563168,-0.354033,-0.207769,-0.662266,0.095169,0.210311,-0.768851,-2.96157,-0.373343,-0.221348,-0.16253,-0.145879,0.342251,0.183719,0.0129485,-1.19456,-1.083,0.0282624,1.08384,0.596634,-1.51424,0.409426,0.307278,1.08412,0.510326,-1.01283,-0.0482147
3590,SLC25A1,0.761152,1.44395,0.0110436,1.95348,0.364616,0.583836,1.45659,0.728777,0.93313,1.73245,1.29673,0.68143,-1.0446,0.40533,-1.05507,0.804646,2.02573,0.831232,0.688504,-1.50486,0.800201,1.00002,2.29319,0.748927,-0.229729,1.85517,-0.167755,1.43434,0.818279,0.762358,1.74015,2.55356,-1.66951,-0.426291,0.582401,0.0,-0.18657,-0.233685,2.18746,0.930296,0.924974,1.23083,1.62739,0.597393,1.4558,0.284881,2.68923,0.820694,0.633799,0.9691,0.89687,2.30089,1.25539,1.36589,-1.34351,-0.837875,1.78024,-0.659448,0.788168,0.808511,-0.234881,1.55133,1.64655,1.52654,1.0461,1.51118,0.888978,0.642323,1.61288,1.62364,1.54233,0.976277,1.03342,1.8376
3591,SLC25A11,0.703006,0.789469,-0.226359,2.46212,0.410959,0.311028,0.796862,-0.102909,0.613191,1.50371,-0.225568,0.503529,-1.14509,1.11105,0.457594,0.659293,1.11055,0.5716,-0.10399,-1.14219,1.66223,0.618453,1.31775,-0.126754,-0.0156771,1.40775,-0.473161,0.982698,-0.240698,0.227545,1.28959,1.92527,-0.210715,0.0584663,1.12543,-1.81566,-0.135349,-0.645176,-0.0790807,-0.327394,1.42399,0.707081,1.16807,0.250245,0.218213,0.694185,0.993852,0.354445,1.0759,0.881597,1.13859,2.52534,1.26478,1.06297,-1.71779,0.187758,0.679627,1.01227,0.999041,0.66086,-0.401184,0.325385,0.326922,1.30525,0.607172,1.11381,1.44704,0.157681,0.811561,1.06043,-0.322437,0.157107,0.751698,0.424943
3592,SLC25A12,-0.0468936,0.890594,0.122433,0.891967,-0.0987724,0.106039,0.0259572,-0.737704,0.773283,0.170005,-0.365928,0.435567,-1.14787,1.9336,0.512278,0.806696,0.621846,0.721856,-0.242176,-0.256134,1.1047,0.754971,0.162833,-0.254572,0.318004,0.0824015,-1.18043,0.0,-0.176822,-0.05164,0.35551,0.702395,0.9498,-0.186923,1.74796,0.0,0.735186,0.00760636,0.321805,0.104319,0.764472,0.864834,0.444074,0.2461,-0.167979,-0.172503,2.10234,0.406917,0.414241,1.58024,0.60252,2.18726,2.15568,1.47377,0.336185,0.464573,0.686536,1.20457,1.14945,0.481109,-0.287524,1.0541,-0.196184,0.656859,0.36237,0.0541476,0.952454,0.0672627,0.681953,0.800807,0.0469072,0.238022,0.900863,1.02759
3593,SLC25A13,0.370072,-0.0882665,0.176151,0.483453,1.13521,0.300056,0.713702,-0.371275,-0.019022,1.03717,1.44319,0.978297,0.152535,1.16024,1.64083,0.42153,1.28788,1.74603,1.12872,-1.18389,1.74997,1.16647,0.683212,-0.705062,0.167057,1.98717,-0.633104,1.69379,-0.29996,-0.290759,2.13432,1.17364,-1.34435,0.304839,0.436504,-0.414354,0.0205088,-1.61255,-0.152019,1.03634,1.92881,0.189611,1.02084,1.15251,0.773942,-0.271865,2.61886,-0.944457,0.127651,-0.00342347,1.21164,2.32288,1.83353,2.50243,-0.598475,-0.16357,0.875488,0.58536,0.813613,0.0833144,1.04876,1.02631,1.14802,2.09626,1.95983,0.745,1.43476,0.588436,1.62702,0.844644,-0.308477,1.48844,1.67812,-0.287553
3594,SLC25A17,-2.02272,-0.80362,-1.17679,0.0,-1.27804,0.0,-1.52326,-1.5446,0.0,0.0,-1.22798,-1.22109,0.0,-1.05721,-1.03476,-1.61415,-0.893522,0.0,0.0,-1.33715,0.0,-1.78044,0.216712,-1.40715,-1.8108,-0.448408,-1.83625,0.0,-1.62746,-1.2622,0.0,-0.86548,0.0,-0.689759,-0.881099,0.0,-1.02335,-0.905046,-0.103342,-0.061117,-1.40013,-1.99256,-0.164588,-1.83689,-1.21554,0.0,0.0,-1.01845,-1.09593,-2.1271,0.0,-0.78156,0.0,-0.867182,0.0,-3.217,-1.24257,-0.2281,-1.38742,0.0,-0.688805,-0.0581951,-1.2558,-1.73294,-1.68843,0.345839,0.123966,1.54066,0.0,-0.532269,0.0,-0.966933,0.0,0.0
3595,SLC25A20,-1.00653,-0.112291,-1.13999,1.79601,-0.66939,-0.102063,1.53724,0.0,0.392963,0.19676,1.41577,-0.19024,-2.22343,0.268308,-1.08698,-0.608246,-0.392996,-0.255778,0.092291,-1.77372,0.0,-0.407802,0.853294,-0.370489,-0.39854,1.45556,0.0,0.0,0.0,0.0259797,-0.604971,0.0,-0.637095,-3.85336,0.32418,0.0,0.0,-0.639101,-5.07503,-0.987574,0.860537,-0.470992,-0.239889,0.550306,-1.11735,0.930435,2.53663,0.517974,-0.519462,-0.837328,0.678168,0.92597,1.38351,1.48812,0.822141,-1.11152,-0.461218,-1.31934,0.271535,-0.889396,0.0,-0.322156,-1.13153,0.822614,0.479318,0.76658,-0.286968,-1.38805,1.58293,0.0793534,-0.783977,-2.06078,0.367305,-0.90038
3596,SLC25A22,0.0522125,-0.454652,-1.14792,1.23118,-0.31346,-0.0247043,0.0786559,-0.282606,-1.34117,-0.0995072,0.71025,0.938087,-0.902296,0.238953,0.450099,-0.691822,-0.528286,0.711509,-0.288609,-2.18017,-0.634561,0.367837,-0.374312,0.292335,0.380172,0.311427,-1.53491,0.0,0.605341,-1.22288,-0.739008,0.247017,-0.93658,-1.66556,-1.188,0.0,-2.00733,0.143198,-0.114137,-1.62309,0.747654,-0.440546,0.670093,0.05352,0.680476,1.2611,1.34116,-2.01221,-0.886926,-0.359924,-0.180995,1.01733,1.25449,-0.406625,-1.75115,0.606984,-0.00709567,0.134189,0.169694,-0.398017,-0.734456,0.217991,-0.792237,-0.575197,0.433893,-1.03896,-1.46113,0.733685,0.847715,0.700777,1.1627,-0.986016,-0.62566,-1.05685
3597,SLC25A24,0.238608,0.851413,0.63051,1.80749,0.306907,0.440499,0.361427,0.623092,1.24414,1.08197,-0.536986,1.02558,-0.434309,2.40616,-0.0249514,0.713098,1.29405,0.75018,0.125258,-0.845481,1.80609,0.347509,0.109416,0.74476,0.23483,0.357982,0.205209,0.0,0.61315,0.633018,1.63736,0.813834,0.168935,-1.79845,0.980407,0.0,-0.179395,-0.0180339,-0.051316,-0.369544,-0.159977,0.739228,0.636537,-0.0428888,0.690849,-0.109946,1.90134,0.147435,0.93535,1.28805,1.30858,1.92222,0.517879,0.869709,-1.08723,-0.149921,1.05982,0.667041,1.13684,0.348327,-0.438653,1.00866,1.1045,-0.0436956,0.82436,0.455427,0.791498,-0.279693,0.966213,1.73892,-0.702611,0.833957,0.432882,1.4456
3598,SLC25A3,0.723584,0.302586,-0.594461,1.41469,-0.400278,-0.476121,0.102785,-0.673185,0.291169,0.907105,-0.260155,-0.133245,-1.65789,0.575194,0.00947893,-0.265544,0.267205,0.53507,-0.58663,-1.95552,-0.167334,0.357969,0.409835,0.333609,-0.216373,0.981435,-0.481903,0.18943,-0.900494,-0.50929,0.841686,0.472407,-1.74086,-0.708018,-0.999887,0.0,-1.49292,-0.681266,-0.358784,0.359606,0.118113,-0.711438,0.104072,-0.179054,-0.0216984,-0.167154,0.541103,-0.276623,-0.382063,-0.243791,-0.208606,1.63427,0.249083,0.756757,-2.13521,-1.30119,0.0834577,0.180952,-0.400868,-0.89308,-0.370202,-0.0706555,0.267329,0.91228,-0.186651,-0.399655,0.696305,0.205358,0.13441,0.400165,0.420064,-0.660427,0.0112352,0.322518
3599,SLC25A32,0.0,0.209109,0.0,0.303322,0.244297,0.651184,0.238716,0.0,-0.163441,-1.17891,-1.03223,1.19118,0.0,0.792669,0.0,0.0,-0.0742095,0.00446942,-0.686287,-0.338918,0.0,-0.167622,-0.188245,0.0,0.237358,0.0,-1.29826,0.0,0.0,0.0,0.626904,0.294648,-1.08039,0.442854,0.0,0.0,0.0,0.697864,1.04758,0.0,-0.55958,-0.836106,0.0,0.49223,0.0,-0.775544,-0.178653,0.0,0.492791,-1.32742,-0.0731052,1.66546,-0.579847,0.0,-1.45282,-1.65696,0.0,0.118904,-0.775478,0.0,0.288603,1.91044,-0.147151,-0.941088,0.0372252,-1.48429,0.402466,-0.532309,-0.235933,-0.69723,0.939156,-0.717942,0.249019,0.373765
3600,SLC25A4,0.52837,-0.31805,-0.203875,2.99881,0.306444,-2.02102,1.78661,0.441617,0.488389,1.19431,-0.240186,1.64408,-0.506276,1.26205,-0.753281,1.35508,-0.0680741,3.06707,0.245558,-2.6613,2.20941,0.639435,0.787838,-2.311,-0.800233,2.62393,0.930528,0.0,-1.27629,-0.172985,0.677012,2.50089,-2.17604,-1.34449,-1.13336,0.0,-1.38249,-1.53989,0.84581,0.100306,1.31709,0.843583,2.59916,-0.118767,0.556209,0.91326,0.718291,0.806605,-0.769778,0.691661,1.26143,1.9672,1.53571,2.15424,-1.95918,0.547609,-0.0801579,1.38247,-0.343199,0.57454,0.693995,1.9466,-0.470795,1.10835,0.647991,0.197933,0.947967,-0.568947,3.21099,-0.728042,0.528405,-0.0111921,2.80666,0.0862391
3601,SLC25A5,-0.74658,-0.0976139,-1.0533,0.474517,-0.608659,-0.896664,-0.97964,-0.684319,-0.515044,-1.29775,-0.537462,0.190553,-1.23744,0.571627,-1.09381,0.158382,-0.857143,0.33338,-0.500877,-2.044,-0.255334,0.118815,-0.267016,-0.356988,-0.721102,0.208421,-1.05651,-1.13583,-1.72017,-0.447961,0.7448,-1.05717,-2.67542,-1.04843,-1.38047,-1.94356,-2.10375,-1.26986,-0.138791,-0.312661,0.442531,-0.14742,0.89161,-0.514748,-0.593951,-0.722561,-0.38721,0.424702,-0.62296,-0.426728,0.367864,1.22427,0.608609,-0.0943393,-2.15226,-1.46157,-0.555342,-0.926163,-1.67097,-0.975314,-0.478899,0.314819,0.425822,0.345563,-0.425243,0.281641,0.240668,-0.597947,0.361597,-0.920088,1.02006,0.293189,0.343871,-0.131112
