,node,PD1_14,PD1_15,PD1_6,PD1_62,PD1_10,PD1_47,PD1_75,PD1_21,PD1_49,PD1_56,PD1_16,PD1_29,PD1_72,PD1_65,PD1_33,PD1_41,PD1_44,PD1_61,PD1_63,PD1_70,PD1_64,PD1_32,PD1_39,PD1_45,PD1_50,PD1_57,PD1_76,PD1_74,PD1_77,PD1_30,PD1_36,PD1_60,PD1_38,PD1_43,PD1_78,PD1_81,PD1_11,PD1_13,PD1_18,PD1_23,PD1_25,PD1_26,PD1_9,PD1_24,PD1_7,PD1_59,PD1_73,PD1_84,PD1_20,PD1_8,PD1_19,PD1_4,PD1_46,PD1_79,PD1_83,PD1_67,PD1_1,PD1_68,PD1_82,PD1_27,PD1_12,PD1_53,PD1_51,PD1_2,PD1_80,PD1_69,PD1_71,PD1_5,PD1_54,PD1_85,PD1_66,PD1_17,PD1_55,PD1_28
2652,PAFAH1B1,-0.333889,0.0699474,0.00799602,-0.137493,-0.074772,-0.647577,-0.348067,-0.772443,-0.0728019,-0.31959,-0.786769,-0.365517,-0.0514478,0.0785758,-1.15538,-0.179951,-0.625492,-0.419048,-0.391173,-1.43819,0.0615253,-0.493091,-0.625256,-0.696909,-0.491462,-0.0224737,-0.138086,-0.283669,-0.683009,-0.120994,0.119997,-0.308607,-1.18026,-0.210352,-0.236585,0.907527,-0.0835638,-0.525796,0.456911,-1.2849,-0.164644,-0.454373,0.15087,-0.0394975,-0.975591,-0.758809,-0.253674,-0.214101,0.19374,-0.703812,0.0651783,0.221678,-0.541796,-0.0429819,-0.78066,-0.553683,-0.387645,-0.10239,0.11448,-0.842698,-0.684778,-0.400852,-0.114512,-0.454868,-1.1389,-1.54521,-0.0700712,-0.648098,-0.631619,-0.0445006,0.296781,0.206457,-0.721098,-0.114866
2653,PAFAH1B2,-0.0494862,0.804191,0.972001,0.80386,0.325716,-0.235942,-0.287816,1.24195,0.0674214,1.26504,-1.03685,1.01038,-0.27882,2.40845,-1.02469,-0.288127,-0.548258,0.253163,-0.860267,0.184699,0.552753,-0.594079,-0.155115,-0.646751,-0.776359,0.631886,-0.273345,-0.180458,-0.355159,0.918276,-2.09825,0.260504,0.530584,-1.01256,0.646268,0.239583,0.431988,0.484134,1.6841,-0.928763,-0.0573951,-0.45428,0.577563,1.00262,0.112643,-0.284435,-0.0821225,0.422051,0.329742,0.143501,0.230536,0.536137,0.872573,-0.456674,0.880779,-0.335277,0.473846,0.732127,1.37884,-0.0295894,-0.460593,0.257516,-0.161424,0.210218,-1.43251,-0.135072,0.166681,0.126749,-1.01225,-0.296255,-0.370854,-0.0408116,-1.0295,0.986646
2654,PAFAH1B3,0.233012,-0.1363,1.1941,1.17345,0.31492,0.289554,-1.24203,0.613619,0.141591,1.6177,0.296448,1.02969,1.41488,0.844879,-0.015048,0.0318256,0.415292,0.419621,0.300242,1.32789,1.72391,0.652043,-1.10869,-0.22438,0.8721,0.778185,-0.0567491,-1.30501,0.532196,0.838701,-0.382067,-0.0811616,0.748484,0.728756,0.816626,0.464048,2.14264,1.26298,0.127176,0.0192082,0.570283,0.188774,1.29553,0.608838,-0.309242,0.369378,0.946845,0.447966,-0.314456,-0.69203,-0.0584688,0.139458,0.819878,-0.530342,1.07735,-0.491412,-0.0108011,1.01038,0.101609,-1.67798,0.0051968,1.09974,0.407607,-0.732413,-0.404087,0.932393,-0.930583,-0.552005,0.409377,-1.10339,0.791084,-0.459321,0.00949895,-1.20183
2655,PAG1,0.0,-0.0797428,1.5957,0.241375,0.879894,0.667862,0.0,1.17839,0.622636,0.836776,2.51617,2.54525,2.28722,0.127639,0.0,-0.408116,1.2295,0.0,1.41769,0.705536,0.331241,0.983698,-0.155743,0.0,1.47988,0.0,1.59969,0.0,0.0,0.0,0.236516,0.0,0.0,0.0,-2.0435,0.0,1.15302,0.323183,0.935572,0.758314,-0.270723,0.0,-0.966729,-1.15163,0.0,-0.692346,-0.430605,-0.73328,2.47335,0.0,0.541291,0.652553,0.061183,0.658911,1.44572,-0.736577,1.45581,1.30808,0.512868,0.0,0.0,-1.05857,-0.314212,3.06044,-0.700021,-2.71092,-2.0293,0.176588,-0.714249,-1.40657,0.282268,2.26808,1.85324,0.0
2656,PAICS,0.07257,-0.429658,-0.757965,0.4911,-0.57408,-1.14894,-0.770853,-0.670562,-0.0358454,-0.632609,0.0992969,0.18295,-0.828851,0.035658,-0.552059,-0.296856,-0.551102,-0.472151,-0.768776,-0.71606,0.094674,0.631413,-0.631585,-0.781315,0.0563782,0.339204,-1.00535,-1.09381,-1.21138,-1.02885,-0.839806,-0.215307,-1.62455,-0.293618,-0.744672,0.0349097,-0.826211,-0.319866,-0.178401,0.115855,-0.185724,-0.454557,0.379576,-0.134747,-0.32807,-0.938945,0.398064,0.0695771,-0.706286,-1.04934,-0.365892,-0.603766,-0.431469,0.263913,-0.757764,-0.777479,-0.571489,0.806464,-0.659222,-1.30333,0.00597765,-0.0673645,-0.702805,-0.697557,-0.347002,-1.33962,-0.028915,-0.556222,-0.639718,-0.985973,0.224476,-0.942703,0.000310093,-1.32269
2657,PAIP1,-0.845375,-1.77657,-1.11798,-0.49015,0.238326,-0.853898,-0.657093,-1.84192,-1.22057,-0.501442,-1.43689,-1.05391,-0.774215,-0.553836,-0.45987,-0.238808,-0.873641,-0.761682,-0.574101,0.725635,-0.598827,-1.43389,-1.39295,-1.68842,0.238929,-0.463077,-1.07096,0.0,-0.92192,-0.298037,-1.89337,-0.140215,-1.72897,-0.281528,-1.05965,0.0869937,-0.349358,-1.10687,0.112669,-0.472001,-0.665201,-0.8133,-0.4671,-0.724485,-0.376216,-1.17084,-0.328095,-0.301623,1.08438,-1.76565,-0.49083,-0.614448,-0.914935,-0.519289,-0.225542,-0.970708,-2.10014,0.294678,0.138993,-1.31342,-1.18524,-1.70258,-0.568071,-0.713892,-0.416859,-1.23657,-1.01118,0.270034,-1.20314,-0.697882,-0.656971,-0.800876,-0.983053,-0.5995
2658,PAK1,0.147117,0.61881,1.7512,0.0,0.257888,0.652265,-1.8922,0.542217,0.18839,0.0,1.53159,-0.0813856,0.178046,-0.775819,0.0,-1.1525,0.0137477,-0.83996,0.442511,0.168856,1.07891,-0.424517,-0.697362,-0.115277,0.0930185,-0.913819,-0.63577,0.0,0.465627,0.0,-0.103138,-0.183727,0.363406,0.249334,0.0,0.0,0.810614,1.01552,1.93318,-0.0036627,-0.424316,0.0,1.32309,0.224407,-0.590149,-0.632624,-0.488801,0.660042,-0.136156,0.183674,-0.0406368,0.0273709,-0.299435,-0.636978,-0.469457,0.982395,0.920064,0.349101,-0.47646,-0.765445,0.474522,-1.0387,1.09627,-0.788563,0.202762,-0.140593,0.669016,-1.36816,-0.446032,0.587,0.512226,0.746823,-0.76563,0.307486
2659,PAK1IP1,-0.724037,-1.26213,-0.739575,0.485595,-1.69072,-1.4062,-0.432582,-1.24317,-1.44675,0.0794502,-0.00146502,-1.00482,0.0,-0.216859,0.0,-0.524253,-0.253866,-1.06067,-0.966481,-2.58214,-0.556386,0.218675,-1.18861,-0.847316,-0.394936,0.283462,-1.27309,0.0,0.0,-0.716043,-0.634671,0.760839,0.0,-1.66793,0.0,0.0,-0.338126,-0.939281,-0.908821,-1.012,-1.30169,-2.1001,-0.270259,-1.43427,-1.09722,-1.1906,-1.29479,-0.458747,-0.96479,-2.08613,-1.55322,-0.722257,-1.44307,-0.605564,-1.18266,-0.616546,-1.62331,0.165684,-2.33079,-2.35484,-0.0713532,-0.900631,0.0331749,-0.891554,-1.04893,-0.101723,-0.243926,-0.933477,-0.163101,-0.949339,-0.00737226,-0.70513,-0.0843356,0.0
2660,PAK2,-0.9588,-0.419212,-0.455809,-0.30247,-0.668054,-0.455137,-0.732942,-0.976868,-0.39537,-0.569448,-0.784428,0.325449,-0.354973,-0.0148115,-1.54866,0.0686046,-0.652567,-0.774245,-0.58585,-0.874271,-1.04559,-1.14144,-0.732695,-0.485614,-0.517421,-0.578755,0.428205,-0.536848,-1.13288,-0.108216,-1.00283,-0.648616,-1.1006,-1.76859,-0.928777,-0.0555338,-0.642837,-0.602996,-0.139955,-0.985215,-0.636276,-1.13543,-1.11061,-0.231546,-1.21385,-1.27844,-0.186384,0.585162,-0.340206,0.19597,-0.250578,-0.491533,-0.771192,-0.504901,0.156473,-0.729475,0.0228946,0.511561,-0.94696,-1.91229,-0.739382,-0.638157,-0.201217,-0.941758,-0.6869,-0.660139,-1.2492,-0.678622,-0.378551,-0.926779,-0.096655,-1.1435,-1.07807,-0.0770009
2661,PAK4,-0.0545403,-0.907698,-0.327078,1.37362,0.125741,-0.38483,0.489742,-1.20176,-0.938609,-0.837886,1.03165,0.751809,0.0,-0.488602,0.673072,-0.413736,0.85559,-1.66541,0.0161145,-0.992011,-0.185857,0.742989,0.0990497,-0.429868,0.927593,0.646015,-1.15097,0.0,-0.394323,-1.58744,0.422956,-0.342325,-1.18915,1.20839,0.398482,0.0,1.07572,-0.61286,0.98604,-0.315087,-0.701952,0.229214,-0.892636,-0.954718,-0.185573,-0.51254,-0.887173,-0.354626,0.210184,-1.64051,-0.0419261,-0.184222,-0.342391,-1.70669,-0.820789,-0.774569,-0.78758,-0.901419,-0.199904,-0.733981,0.114667,-0.548336,-1.09735,-1.24352,0.0247765,-0.753243,-0.176323,-0.293321,-1.27367,-0.198041,-1.69159,0.0724463,-0.777621,0.0
2662,PALLD,-0.198472,2.80957,0.819111,0.310069,0.272256,1.83255,0.0185836,-0.16178,1.6688,0.865531,0.479204,-0.730764,0.908069,-0.0119226,0.440625,-0.79169,1.51245,1.07196,0.353402,0.632047,1.04556,-1.38734,0.487851,1.84766,-0.243534,1.34282,0.0499681,0.0,0.524573,1.91428,0.48717,-0.271971,0.0,0.0216931,2.60585,0.0,0.952531,0.483528,1.15003,0.644126,0.304858,-0.14742,-0.372415,-0.540168,1.24664,-0.462958,0.0,1.34351,1.35168,-1.03207,0.430096,-0.44251,1.311,1.18432,0.977023,1.38149,-0.636797,1.42131,1.827,0.854754,-0.42927,0.422729,2.05194,0.0,0.00142984,-2.04459,1.25728,1.03873,0.221052,1.27056,0.489125,0.0895944,2.11936,2.09968
2663,PANK2,0.00927012,0.868432,1.12683,0.0,0.0807813,0.0973781,-1.03047,-0.218976,0.418109,0.0,0.394928,-0.187399,-0.287174,-0.320724,0.0,0.0527783,-0.228876,0.0,0.865941,-0.477853,0.0,-0.951657,-0.760435,-0.133691,0.679657,-0.203001,0.340286,0.0,0.0,0.410356,0.0868608,0.878258,0.0,-0.349162,0.4407,0.0,-0.225733,0.0215615,2.76975,-0.744263,-0.411408,0.00804025,0.785107,-0.656395,0.301891,-1.05765,0.862375,1.08033,0.2482,0.720466,0.675951,-0.0466003,1.28508,1.01263,2.22784,-0.166028,0.752106,5.56527,0.103918,0.0,-0.901077,-0.0420609,-1.21279,-1.23718,0.357398,1.50941,-0.497719,1.38198,-1.16887,-0.373997,-0.267779,0.275464,-0.38561,-0.00323677
2664,PANK4,0.577965,0.35701,1.23669,0.755706,-0.247107,0.457514,0.26004,0.172701,0.538014,0.780476,0.739018,1.36044,1.19759,-0.488525,1.76244,0.102638,0.131104,0.021765,0.053835,0.0290566,1.33606,0.769947,-0.158751,0.141073,0.383823,1.18805,0.128426,0.0,-0.027096,-0.653015,0.48182,0.254274,1.02769,0.422179,0.605928,0.0,0.14557,0.579132,-0.0812023,1.09906,-0.0136757,1.46583,1.91947,0.778895,0.911411,0.0561121,1.53705,-0.439232,0.388604,0.401721,0.929328,1.14085,0.790028,0.394975,0.857415,0.530854,1.85088,0.524782,0.752784,0.286469,0.436576,1.01962,0.405996,-0.43224,0.339966,1.2409,0.270647,0.788306,-0.361272,0.646094,0.324462,0.229751,0.0892014,1.27391
2665,PAPOLA,-0.845171,0.16257,-0.190856,-0.754433,0.0617472,0.823345,-0.297525,-0.915568,0.181082,-0.637949,-0.03133,-1.11144,0.689376,-0.183204,0.794452,0.127664,-0.103376,0.641347,0.689888,0.22808,0.268782,-1.075,0.232422,0.188164,-0.437181,0.267738,0.208018,0.0,0.282359,-0.794621,0.331423,-0.00496349,0.505046,0.963275,0.0,0.0,0.754809,-0.380946,0.204317,-0.376644,-0.259303,-0.265496,-0.726819,0.209326,0.225552,-0.686293,0.117156,0.00387558,0.0177404,-0.227215,0.0385455,-0.000395417,-0.17644,1.16092,-0.500838,-0.312432,0.891998,0.535558,0.320742,-0.0180292,-0.319735,0.213981,0.129136,-0.47639,0.666232,0.996027,0.646767,0.340371,0.111171,0.608989,0.528564,0.495192,1.05444,0.0798701
2666,PAPSS1,-1.16392,-0.193178,-0.409559,-0.156593,-0.131534,0.327935,0.204704,0.789519,0.308507,-0.449833,0.110829,-0.586236,-1.35606,-0.777268,-0.38737,0.282643,-1.02497,0.446369,-2.00251,-0.36493,0.0757512,-1.62772,-1.07186,-0.41373,-0.687478,-0.34394,-0.643427,0.16445,0.386849,-0.602252,-0.607289,0.140375,-0.396855,-0.396768,0.982484,0.0,0.583825,0.169812,0.472741,-0.311569,0.849116,0.145302,-0.478216,0.0124631,0.388779,-0.235642,-0.435371,-1.63122,-0.227419,-1.208,-0.128444,-1.21333,0.0120605,-0.0460659,-1.4479,0.436271,-0.965696,-1.06442,0.687072,-0.471581,-0.28835,-0.477878,-0.0273481,0.245988,-0.0413687,0.230203,-0.710388,0.0937982,-0.438951,0.345363,-1.75518,-1.25524,-0.110717,0.120271
2667,PAPSS2,-1.76767,0.152262,0.0847451,-0.713292,-0.887759,-0.586063,-0.124133,-1.47166,0.983357,-1.13945,-0.787303,-1.87722,-1.77138,-1.81808,-1.02484,-0.74903,-0.736523,-0.811361,-1.18896,-1.07541,-0.580729,-1.16348,-1.36381,0.501577,1.29443,-0.370775,-1.53197,-0.603398,-0.939439,2.06284,-0.591891,-0.851166,-0.777087,-0.385037,-1.07028,0.0,-0.299146,-1.1906,0.75798,-1.46142,-0.992591,-0.444364,-2.14206,-0.796337,-2.13743,-0.730077,-0.182008,-0.594323,1.17357,-1.1217,-0.838748,-0.752384,-0.413912,-1.75797,-1.82648,-1.57832,-1.09863,-0.852878,-0.0196222,0.576868,-0.537934,-0.115034,0.468939,-0.0795714,-2.41783,-0.574054,0.00678557,0.088706,0.0206626,-0.274563,-0.844499,-0.314621,-0.536738,1.15099
2668,PARK7,0.126619,0.25076,0.734832,0.532303,0.0823678,-0.324403,-0.298849,0.422743,0.0304678,0.922107,-0.291767,0.538309,0.586709,0.61379,-0.401087,-0.0431677,-0.331365,0.241404,0.239632,0.0825394,0.602306,0.0739667,-0.979121,-0.909812,-0.00772163,0.321888,0.608071,-0.212008,-1.13017,-0.313562,-1.31745,-0.281491,0.295557,-0.883131,-0.453984,0.776859,-0.702708,0.113238,0.937882,-0.621862,-0.585466,-0.0525116,2.01584,0.258179,0.0346151,0.696003,1.03773,1.76386,-0.0868547,0.276786,0.0938561,-0.151545,0.0984929,0.141619,1.23851,0.263155,0.29915,1.40277,0.157522,-0.948252,-0.0509186,-0.0562684,-0.906607,0.07269,-0.45241,-0.929808,-1.65668,0.00271174,-0.475345,-1.17569,0.830524,-0.836031,0.471081,-0.227885
2669,PARN,1.8808,-0.314213,-0.806107,-1.03829,0.141091,-0.716997,-0.0622927,-0.942488,-1.07774,-0.968888,-0.772194,-0.550472,-0.751753,-1.76235,-1.79822,-1.33741,-0.483944,-0.188679,-0.741723,-0.825421,-0.00990939,-1.56252,-1.53375,-0.91719,-0.00468463,-0.636061,-1.79598,0.0,-0.770386,-1.21905,-1.52714,-1.03141,-0.991729,-1.24912,0.0,0.0,-1.91602,0.0,-0.0227965,-0.499347,-0.0607756,-0.179059,0.164954,-0.731875,1.30906,1.68246,-1.26057,-1.50945,-0.385982,-0.278824,-1.13725,-0.219801,-1.05035,0.587536,-0.550839,0.490912,-0.926441,-0.222177,0.0,-0.829246,-0.229117,0.367866,-0.865327,-0.814875,1.38617,-1.20118,0.0588501,-0.844922,-1.27265,0.291984,-0.856086,-1.65165,0.347293,0.00718397
2670,PARP1,-0.689244,-0.397617,-0.274709,-0.140795,-0.355961,-0.421943,-0.175472,-0.869083,-1.08406,-0.510922,0.255271,-0.591686,-1.46071,-1.20055,-0.83072,-0.712174,-0.713615,-0.00634199,-0.412932,-1.21432,0.099129,-2.16984,-0.42047,-0.562823,-0.538573,-0.244646,-0.930686,0.0155621,-0.350729,-0.602399,-0.821182,-0.267095,-0.251443,0.496679,-0.627869,0.0381915,0.447367,-0.880758,-0.856402,-0.147871,0.102383,-0.756176,-0.528873,-0.926366,-1.05901,-0.429792,-1.2236,-0.660164,-0.745728,-1.13451,0.00717348,-0.430897,-1.18816,-0.820307,-2.47463,-1.26988,-1.03315,-0.888678,-1.48066,-1.07755,-1.32457,0.54895,-0.181616,0.0151555,-0.520415,-0.717119,-0.397605,-0.541593,0.173111,-0.6947,-0.213626,0.632716,0.726112,-1.31388
2671,PARP14,0.511805,1.35829,1.24884,-2.12463,1.08929,2.65806,1.32585,-0.0410556,0.785405,-0.145879,-1.32289,0.0,0.0,-5.54581,0.60513,0.459058,0.29542,-5.54967,-5.61304,-5.17058,-0.304509,1.49102,1.70718,1.30033,0.0,0.345395,0.7418,0.0,-6.96617,0.71498,1.04183,-0.000314295,0.102938,-1.00815,0.136661,0.0,-1.41239,0.805759,0.447064,1.13304,1.44989,1.13198,1.40068,0.539409,2.16761,-0.10697,1.38941,0.708654,1.60414,1.75419,1.07539,0.494626,0.695487,1.41456,-1.77393,0.453735,1.41854,0.0,0.214302,0.233522,1.30877,2.10641,0.0546349,-0.763211,1.21213,0.922826,-0.478503,0.0,-0.397687,1.03255,-0.183737,1.28913,0.0,1.92592
2672,PARP4,0.259212,1.06805,0.604119,-0.398598,0.945394,1.18194,1.5862,1.61971,1.47701,1.03584,-0.62514,0.022002,0.0,1.19292,-0.821891,0.382658,-1.04066,-0.704424,0.256069,0.0,0.0,-0.230868,-0.0264088,1.03712,1.19891,0.138919,0.0,0.0,1.60452,1.6129,0.856571,-0.0314639,0.0,-0.877424,0.0,0.0,1.56632,2.24775,1.49614,0.806119,1.14698,0.445562,0.594502,1.41297,0.972227,0.50686,1.40504,-0.107907,0.957102,1.14279,1.28117,1.68419,1.50991,2.65085,0.0,1.56654,1.16385,2.35986,2.70764,0.993002,1.29255,0.324827,0.0491466,-1.80741,1.85538,0.234198,1.58152,0.105906,0.218035,1.88394,-1.53331,1.25394,0.164602,1.26238
2673,PARVA,-0.362699,-0.0890477,-0.26336,0.304858,-0.538823,-0.810569,-0.299866,-0.20262,-0.337986,-0.882909,-0.825929,-1.02918,0.423846,-0.347538,-1.25356,-0.701257,-0.829905,-0.273284,-0.509859,-0.692406,0.0116796,-0.502212,-1.02001,0.407159,-0.678754,0.232889,0.099447,0.807672,-0.245245,0.454867,-0.761472,-0.00319412,-0.893148,-1.17623,0.0984115,1.03603,-0.775293,0.05832,-0.352776,-0.195646,-0.333268,-0.489226,-0.117057,-0.581491,-0.183496,-0.661316,0.0288719,1.19013,-0.939256,-1.51875,-1.13532,-1.9238,-0.468255,-0.405231,0.322029,-0.233854,-0.863372,1.35608,0.256049,-1.1055,-0.388915,0.479995,0.549385,-0.548005,-1.15029,-0.578454,-0.227577,0.0926394,-0.234676,-0.455881,-0.878686,0.134032,-0.369938,0.49472
2674,PATL1,-0.932865,-0.571347,-0.120288,-0.060114,-0.0268888,-0.526592,-3.95896,-1.03285,-0.210244,-1.07278,0.62891,-0.309533,-0.170522,0.180753,-0.909527,-0.842836,-0.63564,-1.13174,-0.961412,-1.75413,-0.0211103,-0.213455,-0.609769,-0.38268,-0.227415,1.40617,-0.83219,0.0,0.0553901,-0.774543,-0.768037,-1.21014,0.0,0.00528282,0.0,0.0,-1.27158,-0.634135,-1.46275,-0.229214,-0.408849,-0.996026,-1.0034,1.03765,-0.995452,-1.78423,-0.923041,-0.593695,-0.139217,-0.604099,-0.646787,-0.605089,-0.735804,-1.56872,-1.45648,-0.952115,0.135984,-0.211254,-0.840879,-0.513075,-0.0574393,0.483447,-0.157113,-1.13938,-0.385448,-0.541789,-0.0330368,-1.27745,-0.651704,0.251074,-1.24049,0.327361,-0.746236,0.394256
2675,PAWR,-0.914171,0.0,-0.407671,0.996918,-0.913658,-0.32197,-1.14024,0.631979,-0.746306,0.0753912,-0.675818,-1.80244,-1.02624,0.607195,-0.843555,-0.92856,-1.25668,1.48823,0.0,-1.75438,-0.62247,0.169202,0.330083,1.0951,0.0773206,0.701347,-0.680658,0.0,0.0,0.0,-0.280777,0.0774726,-1.39411,0.0,0.0,0.0,-0.817283,0.293117,0.750253,0.0,-0.775022,-1.9778,-1.24998,-0.621238,0.0,1.06613,0.627611,-0.83083,0.23688,-0.8838,-0.110345,-0.770477,0.243918,-1.4343,-0.12436,0.0,-0.907144,-0.154949,0.992777,-0.861086,-2.24564,-0.333071,0.0,0.0,-1.60763,0.0,0.0,-0.314965,1.27189,0.0,-0.86746,-1.75723,0.498672,-0.445248
2676,PBDC1,1.07318,-0.898591,0.294589,1.07709,0.802587,-0.441074,0.328546,0.153434,0.798748,0.441171,0.125847,0.395344,1.60542,-1.23697,0.144457,0.870524,-0.304108,-0.624996,0.0369189,0.618156,-0.0978713,-0.0757568,-0.522364,-0.405399,1.85621,-0.220457,-0.17672,-0.825545,-0.584486,0.393433,-0.329868,-0.886509,-0.0374784,1.09968,0.294457,0.447304,0.0802041,0.15339,0.509592,0.521016,0.107608,0.361355,0.651646,0.951828,1.39541,-0.0319231,-0.0937716,-0.140497,0.72043,-0.185693,1.05795,-0.323167,0.692859,0.423725,1.00475,0.0362026,0.980954,2.00157,0.10713,-0.888869,0.838823,0.82199,0.186725,-1.59532,-0.0482697,0.312854,0.282043,-0.537857,-0.56938,-0.263483,-1.22722,0.876634,-1.07291,0.506253
2677,PBK,-1.26554,-1.43942,-2.04962,-0.754376,-2.48946,-2.5952,-1.32006,-1.93093,-1.43833,-1.95103,-1.55385,-0.933013,-0.469693,-1.24265,-1.78046,-1.70701,-1.56959,-1.99422,-0.475931,-1.86499,-2.0417,-0.93481,-2.32969,-1.38085,-0.69238,-1.93136,-1.5291,-0.550453,-2.22449,-1.33601,-2.02167,-1.12382,-1.67915,-1.82999,-1.56923,0.0,-1.80553,-1.82068,-0.909162,-2.29793,-2.52579,-0.184414,-0.941804,-1.70433,-1.98044,-2.2846,-2.52435,0.144945,-1.44045,-0.601795,-2.42829,-2.58544,0.650517,-0.31054,-1.24068,-1.39749,-3.02853,-0.45908,-2.21199,-3.82498,-1.53848,-1.52759,-2.70556,-0.99486,-0.974039,-1.95653,-0.0594877,-2.42091,-2.29447,-2.79229,-0.266043,-0.872298,0.770155,-2.53598
2678,PBRM1,-0.879488,0.0921364,-0.649339,2.66415,-0.269151,-0.387462,-1.2585,-0.957504,0.22968,-0.547736,1.00505,0.666189,0.0,-1.04731,-0.951182,0.282782,1.31108,-0.226883,-0.141154,-1.8292,0.403573,-1.16703,-0.24147,0.257107,0.326619,-0.161777,-1.068,0.0,0.620769,0.134469,-0.31969,0.25679,0.0789572,1.31195,1.53831,0.0,0.409128,-0.346741,-0.0978636,0.475576,-0.0331516,-0.230332,0.161848,-0.884272,0.0,0.00704949,-1.89776,-2.14604,0.108024,0.467527,0.171744,0.880952,0.275047,-0.231651,-1.35962,-1.39001,-0.0116468,-1.04352,-0.435455,0.770383,0.235589,0.0549042,0.185082,0.411094,-0.120568,1.02328,-1.15881,0.187681,-0.365013,-0.77723,-0.172367,0.981258,0.434061,-0.43151
2679,PBXIP1,0.667562,0.796414,1.87892,2.47617,1.69289,1.169,2.63607,2.16114,1.56429,2.05167,0.322019,1.47914,0.256174,1.27658,1.16715,1.09537,0.821469,0.224831,1.23083,0.0390469,1.85405,1.82822,2.61204,3.48488,0.853652,1.70284,1.61147,0.0,1.89958,0.970139,2.15703,1.85266,1.63882,1.31114,2.20644,0.0,1.30482,-0.320517,0.199281,1.09816,0.481286,1.7665,3.92283,-0.0721241,1.326,0.526333,2.40616,-0.651672,1.13772,1.53878,1.23931,1.83275,2.42813,1.338,0.349151,2.11237,1.42527,-0.230659,0.190803,-0.0168525,1.58255,0.950409,0.132957,1.79598,1.34201,0.450056,0.474247,2.77356,2.048,1.30823,0.898049,1.58027,1.84219,0.920239
2680,PC,0.515302,0.79238,0.869491,0.120348,0.296343,0.281732,1.9867,-0.119636,0.508793,-0.796681,0.315548,1.29044,-2.00427,-0.783242,0.0540954,0.0105936,-0.441463,-0.0227077,-1.86945,-1.16824,0.705437,-0.673553,-0.734712,0.400808,-0.0971394,0.885234,-0.582873,3.05549,-0.344765,0.797841,0.3363,0.40544,-0.416142,0.0213122,0.591665,0.0,-1.33136,-0.044934,0.0883948,0.911233,1.27314,0.348184,0.662368,0.743027,0.916364,0.432254,3.84709,-0.509949,0.473818,-0.174407,-0.475185,0.762156,0.633878,0.91509,-0.846026,-0.316756,0.385573,-1.10418,-0.585213,0.221385,1.11392,0.573002,0.322491,-0.91737,-0.189656,-0.177155,0.511634,0.990206,1.05637,0.788288,-0.577123,-0.0933784,0.100593,0.346914
2681,PCBD1,3.93719,2.36092,3.58824,3.01829,4.20791,2.63749,0.579807,3.94834,4.21362,4.14669,4.4435,4.40495,3.22678,2.67867,1.82058,2.76676,2.13993,1.86037,4.28329,1.77591,1.68995,1.87338,1.74107,1.23091,3.70802,1.56195,3.63552,0.0,0.0,2.56808,2.94827,1.50133,1.44792,0.1388,1.47179,0.0,1.50302,2.55452,3.62082,2.02372,2.5703,2.69368,2.98337,2.635,3.7219,3.22605,4.62011,5.75913,2.91378,3.17194,2.26242,3.94195,2.57157,0.0,6.43456,2.78967,4.22402,4.3059,2.36724,2.15898,3.20749,2.19813,0.0,0.0,1.41377,0.987812,0.115208,0.84736,0.889773,0.934656,1.18359,1.71728,1.79032,2.23151
2682,PCBP1,-0.386757,0.320371,0.460072,0.414485,0.252326,-0.393317,0.326834,-0.0733071,0.827457,0.291864,-0.139011,0.678285,-0.222579,0.478435,-0.575701,0.413117,-0.8333,0.530392,0.124549,-0.282955,0.858075,-0.0156974,-0.00428326,-0.139194,0.03991,0.0775497,0.707506,1.25137,0.378143,0.00758115,0.261538,0.99157,-0.278844,-0.291065,0.323192,0.452826,0.0298332,0.285702,0.412994,-0.569289,-0.346891,0.187044,-0.0762768,0.369998,0.422414,0.0106819,0.801892,0.252545,0.142445,0.407368,-0.240301,0.413748,0.186814,0.158926,0.00346971,0.403405,0.343335,1.12078,0.390617,-0.369,-0.00987516,0.556808,0.470689,0.821455,0.0946124,0.753475,0.816878,0.0936822,0.349412,0.0741951,1.1642,0.116092,-0.101408,0.58958
2683,PCBP2,0.136496,-0.203315,0.297794,0.237985,0.1382,-0.322288,-0.154818,-0.244309,0.213732,-0.238866,0.332274,0.592293,0.0685418,-0.124381,-0.57379,-0.36601,-0.317423,0.579916,-0.178076,-0.0608793,0.180313,-0.480206,-0.0351649,-0.317572,0.221071,0.663419,0.107293,-0.125633,-0.310458,-0.480471,0.132918,0.210117,-0.359519,0.143766,-0.221596,-0.048956,0.0706831,-0.236676,-0.0325398,-0.7997,-0.133209,-0.392771,0.114284,0.500675,0.201321,-0.0926207,0.647723,0.558447,0.0696841,-0.144036,-0.0784842,-0.405867,0.121479,0.0350758,-0.0894828,-0.183805,0.394927,1.5441,-0.185484,-1.48468,-0.328251,0.325664,0.385888,0.180344,-0.363483,0.65204,0.0326446,0.293682,0.320315,-0.562479,1.02775,0.064322,-0.244142,-0.84764
